moca_id,moca_xp,wallet,week
894,49.6,0xa79770e7a33f7912e598aaa4c0d81185efce4822,4
898,48.0,0xf105ffbe4f1dc64c80463b48446463111408726d,4
954,48.0,0x09513093c418a840136e9c09e9307f0c21cade9f,4
960,12.0,0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,4
969,49.6,0x4f90a63cf52a1480d5d1672b553c20651e713d03,4
971,48.0,0xbdb3e9dba0b336e2bffdd12f6423b69347bc97d1,4
975,48.0,0xa0ef220287d197df850796e252173167685511fa,4
982,48.0,0x625f566c972a0b01e81d961ad7c07fff46e03160,4
990,33.6,0xb4ad1b4ab790c5ef71698a73febdd6421dd25261,4
991,48.0,0x272433d9e5d73db3f2d8dec5c7d54ff922794466,4
993,48.0,0x327c86581e15d6a72207e655216938ef10c78999,4
995,57.6,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013,4
996,48.0,0xfa6b6986dac281789e6a990eaecd4c5e78b916be,4
1002,57.6,0x92373997819b0e4529be7988eea4bedd4d276f74,4
1007,57.6,0x255a61b9c585f2ced567e2161eb0b764fcc3b81d,4
1012,49.6,0x1cd5c81f65c568a8e73473784c34964e2412b421,4
1013,48.0,0x6d5fa9871863c2b080889bcc21e076862685b9a8,4
1014,48.0,0x6d5fa9871863c2b080889bcc21e076862685b9a8,4
1018,33.6,0x6313d7948d3491096ffe00dea2d246d588b4d4fc,4
1020,57.6,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc,4
1022,48.0,0x2f9cbc733a1f539259af78b0e533daa8238e8374,4
1026,32.0,0xf22191f4b25fe5548acffc551bb87485b88a58f2,4
1027,57.6,0xdaf8313d766a62b5271a446b7e03d45ffb000490,4
1029,49.6,0xab2dd970e9a4647d4f86e98f902dbdf58c459e66,4
1030,49.6,0xab2dd970e9a4647d4f86e98f902dbdf58c459e66,4
1031,49.6,0xab2dd970e9a4647d4f86e98f902dbdf58c459e66,4
1033,48.0,0x35a9bfd953b4a9b7b64718c5a0988fa6a88f1ce5,4
1034,48.0,0x35a9bfd953b4a9b7b64718c5a0988fa6a88f1ce5,4
1037,52.0,0x7516d337dded2bdb8724ef3b0841dbd0b48cd7a3,4
1038,52.0,0x7516d337dded2bdb8724ef3b0841dbd0b48cd7a3,4
1041,48.0,0xbd1cc7c77fc8e1171c2f0666835e1dcb8462ae68,4
1042,48.0,0xbd1cc7c77fc8e1171c2f0666835e1dcb8462ae68,4
1043,33.6,0x6e61851aa4312e1bea08e63ef6037c55758fb34c,4
1046,57.6,0xc886db8b8cd260f5ee38ba3d8f8e9324ee27ea33,4
1048,48.0,0x79c39331bf0d2356db53cee2dc8a5b42cf8dce36,4
1052,32.0,0xa15dbef1c56c59b96c4d585ba69a554842e8a63b,4
1053,50.4,0x8ee376de530fb9a734df676e7e4342b48355f483,4
1054,49.6,0x9ad490c68cea1573abb4db1af128949ed2325777,4
1058,28.8,0x828702fc0c977f0b347c998c107df77618f85e87,4
1059,41.6,0x957a846b8d884230fedfd035eab11db6a2c02165,4
1060,32.8,0x4107a0a4a50ac2c4cc8c5a3954bc01ff134506b2,4
1064,41.6,0xedb17c32e33ac68dfb26b08e45caa9c0f8b1878d,4
1065,41.6,0x0a72b56ce331cf97b9c693a08dce49a9566753b1,4
1066,57.6,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013,4
1072,48.0,0xe00387872306e8dcc82572a7759a17bf11a1cf7c,4
1077,35.2,0xaa87190076675da8d3496da24b0c3bbfa1e56396,4
1078,57.6,0x3688fa747cff8eaddc559a6308d205ea4c49e638,4
1079,25.6,0xcc2c8d8f1866fc01e2d04cf69d5aa4bb15d3a7cf,4
1085,48.0,0x88d8d8c2e9a29177a4a8d6755b3870e6720ee6a6,4
1087,33.6,0x1fd252771bc2dfd38ec774efeeb3c6ab7e8e535b,4
1088,52.0,0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,4
1089,33.6,0xba943f9a82e378eac5c33bbc92263e82ee64f50b,4
1092,57.6,0xa0c6e86e59e3f2b2e58b4893cc371a2d71188d76,4
1095,32.0,0xde55b785eaed82e191edc1984ddd7ac3705cb560,4
1097,57.6,0x45c9235209a06bf8c8596c00b2934cf5aade091e,4
1098,57.6,0x45c9235209a06bf8c8596c00b2934cf5aade091e,4
1099,33.6,0xdd22de8b55cc572d889a0b9edf114ce746126c49,4
1100,32.0,0xdca1bd903453fdf74845d8952fc54785e6613ced,4
1106,25.6,0x5a1c6b926209a865718d7be43055ab747fdafd57,4
1108,32.0,0x5e47520588cf68371526f3d1f364090a16dab61a,4
1113,51.2,0xb2e7f7044a94dd0f9dca56f2e402355d0a0d60e4,4
1115,48.0,0x5744a7a69d367eb6942548923696990e605cad9c,4
1121,57.6,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc,4
1123,32.0,0xdaaf3c8f3d6accdef64b814e4267d861cf546391,4
1124,57.6,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,4
1126,57.6,0x522562cbdb0ecfdbb331f5e753a0300b993618c7,4
1134,48.0,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,4
1137,49.6,0xa79770e7a33f7912e598aaa4c0d81185efce4822,4
1140,17.6,0x42265ebd75d8a161da06ae3f7ccd43665bba269e,4
1143,32.0,0x66d1d4d08198b6feccb96f2f4dd2327e070d534c,4
1146,32.0,0x62f2b8e5019d0be560c6e91e451fe3fb9df489ae,4
1149,48.0,0xbe949adac94b2a046b3e86a0c14ca69591c5621a,4
1150,48.0,0xbe949adac94b2a046b3e86a0c14ca69591c5621a,4
1151,48.0,0xb5a6f97a79448faa435d5dd033fbe0cea0a9f1ed,4
1153,49.6,0x21cb5ba7e40eb0d547cfe5a6e1524d10a77dd11e,4
1154,49.6,0x21cb5ba7e40eb0d547cfe5a6e1524d10a77dd11e,4
1157,57.6,0x5e71dce31312ecf6110e552c8d8a5fe34cd6c8dd,4
1164,48.0,0xa886bc501a3b6ce40c26c6a87422109763e7dbc8,4
1165,48.0,0xd76aa530b8c1f0039971eca13ca1850047271af0,4
1166,48.0,0xd76aa530b8c1f0039971eca13ca1850047271af0,4
