moca_id,tribe,moca_xp,wallet,week
3718,angel,58.4,0xc0385c781b2f35ae0ba54c2948f4c23afa3bb954,5
6354,angel,58.4,0xc0385c781b2f35ae0ba54c2948f4c23afa3bb954,5
6749,angel,58.4,0xc0385c781b2f35ae0ba54c2948f4c23afa3bb954,5
4914,angel,47.2,0xc2ba2b009a9a8f12fdabed184412120fb072d620,5
2074,angel,42.4,0xc32e33f743cf7f95d90d1392771632ff1640de16,5
6044,angel,58.4,0xc32e33f743cf7f95d90d1392771632ff1640de16,5
1781,angel,58.4,0xc70fe10cdf99151ffe9b2e24ee1da97fb780714b,5
3061,angel,56.0,0xc8ba28507aa7f1825db28a7882402d616ad7f562,5
3062,angel,56.0,0xc8ba28507aa7f1825db28a7882402d616ad7f562,5
1975,angel,48.0,0xca81fa355e6fdc4405ef9c9d3a392462ec37e7f3,5
1078,angel,70.4,0x8b2abf9618cb3899b8459de211eadf53598245ad,5
2123,angel,70.4,0x8b2abf9618cb3899b8459de211eadf53598245ad,5
4319,angel,70.4,0xa28ef9ab58ae6d14c23f8855852346c9510e49a3,5
1361,angel,56.0,0xd0843f3955cddc1dbee552b94d72593b82f06dcc,5
1066,angel,70.4,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013,5
4193,angel,54.4,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013,5
6030,angel,56.0,0x06b181369289d8ce2643b8a0f4758f70d8446d79,5
6447,angel,56.0,0x3d66af7cbeb2d9c6b4497a2269f7e3fcd9996524,5
2393,angel,56.0,0xd512ffe85be6f9ce44091c4bfb474f0293e818dc,5
2394,angel,56.0,0xd512ffe85be6f9ce44091c4bfb474f0293e818dc,5
3573,angel,40.0,0xd589286a2c8e633a7c1c3adbbc19e53c790932c6,5
5624,angel,66.4,0xda1e9c631ace798036d2650f0283e63bc546f213,5
6387,angel,66.4,0xda1e9c631ace798036d2650f0283e63bc546f213,5
1864,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
1865,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
1968,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
2345,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
