moca_id,moca_xp,wallet
1935,32,0xb2e7f7044a94dd0f9dca56f2e402355d0a0d60e4
1942,32,0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4
1943,32,0x1049104a3393782c3d0A2acE8f4CBb811b88b2BB
1945,32,0x18f6de4643248aa65a090c1d3546ec7a9eb5cdc6
1946,32,0x947a518695f63096650e7bfd421fd9be8b38be3a
1947,32,0xf76dc60aac63c234d32583a85c96af27d4f987b9
1948,32,0xf76dc60aac63c234d32583a85c96af27d4f987b9
1953,32,0x4c7e8ef1265a9556cdab173877edce0931ca6984
1954,32,0x4c7e8ef1265a9556cdab173877edce0931ca6984
1968,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
1969,16,0x700996c10aa31f0ff0589cef450e226e66d3f977
1970,16,0xd3b69fdb8de8f6d0702823480abe778526f02e6a
1972,16,0x0a72b56ce331cf97b9c693a08dce49a9566753b1
1976,32,0xde9991ec0533e2c874cc9298097e9cf5db523f76
1990,32,0x6e0c839df4600dd5087d8a2a54b0798179ee4ed4
1991,32,0x25c53e7da97cddb8f7943fba9f9ff569b84a261a
1992,32,0x319ea9a4fd2a189002765316cdef8360c1f98ea2
1995,32,0x104bb3135b882bfc31116ead55c7a9d74ee3db6f
1999,16,0x3e57efef507b4db7acfa2ee79ceca6b19e18d106
2001,32,0x6e0c839df4600dd5087d8a2a54b0798179ee4ed4
2002,32,0x6e0c839df4600dd5087d8a2a54b0798179ee4ed4
2003,16,0xac02efeb1c547e9d5e246eb3e76f75318080abd0
2007,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
2008,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
2024,16,0xa5e2bb97de3c62ca06f1a2293eb7e01c114e9a49
2035,16,0x7e222f65ab279507b4124ba450f13f9758212d42
2036,16,0x9076d31f81512e040cc07cfe2031cf251236a741
2043,32,0x7b1f79c6a5bc1482b3b9fe81ad993c3b5e652bb0
2046,16,0x913e99adeeebaf300e9c8852eb98d7d21ddb637e
4622,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4623,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4626,32,0xdd8621effa35f86f26fbfb2e202d30e67ffa6480
4630,32,0x89ab095e65810d1cf3582c52159220cee5ba3bb2
4631,32,0x89ab095e65810d1cf3582c52159220cee5ba3bb2
4635,16,0xdbd3e0ec8aee886c17e5f4ae61b59089b389d0f6
4648,16,0x3e57efef507b4db7acfa2ee79ceca6b19e18d106
4654,16,0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7
4660,32,0x70f48c5bf01a7ee39bd468aa5825fb0d0d1d08b7
4666,32,0x36cdffb3165f39714455118262f5ff3ed1d4c7e1
4670,32,0xb2840468c8f64a104d1cf492d0c1d1b898308404
4671,32,0xb2840468c8f64a104d1cf492d0c1d1b898308404
4685,16,0x5597c8da6c72c6c70425cc15513bf208e099ef30
4702,32,0x8340fefd527494022d13e76150dee990d657e35b
4708,32,0x22c01b9438abbf1231201edbda3d8371c77d4800
4709,32,0x22c01b9438abbf1231201edbda3d8371c77d4800
4716,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4719,32,0x410a20d45edbb4415a5981be8d559676b8100e57
4721,32,0xec1885e733c48350bd763aefbc7d2efc432bdc9c
4722,32,0xec1885e733c48350bd763aefbc7d2efc432bdc9c
4723,32,0xab7dd8c1523ca7087257b16e3ef1d565aaa423e9
4724,32,0xab7dd8c1523ca7087257b16e3ef1d565aaa423e9
4733,16,0x3e57efef507b4db7acfa2ee79ceca6b19e18d106
4735,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
4736,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
4754,32,0xab0dee2006c7d84330b95cfa7c38da4307dfd74e
4755,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
4759,32,0x1fd252771bc2dfd38ec774efeeb3c6ab7e8e535b
4760,32,0x1fd252771bc2dfd38ec774efeeb3c6ab7e8e535b
4768,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
4769,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4770,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4771,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
4773,16,0x6e0c839df4600dd5087d8a2a54b0798179ee4ed4
4779,32,0x379d20d18dd21e72463f257804d586e6fcfdbf65
4780,32,0x379d20d18dd21e72463f257804d586e6fcfdbf65
4781,32,0xb35239f7a0cefe9c4b37a676c6af4df46734da77
4782,32,0x3b0667ab576a6aceb3add15c98db84f51c20e370
4825,16,0x49a456fe253d8a423b3d22a428085d9096f3fe61
4826,16,0xcc2c8d8f1866fc01e2d04cf69d5aa4bb15d3a7cf
4827,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4828,32,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
4835,32,0x478cafc1bf482ba4b4bfff2500cbdf3a9423ea61
4845,32,0x92373997819b0e4529be7988eea4bedd4d276f74
4862,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
4863,32,0x5c5c093f9116a2380f19f7af591a190362229cce
4864,32,0x5c5c093f9116a2380f19f7af591a190362229cce
4865,16,0xf670f4451fbf4430e58a65119202c0773a60b24e
4866,16,0x57721075d939b188364880c247410e1065baf511
4869,32,0xb8c39ba5309443ab4920b834790457a62c47fa35
4870,32,0xb8c39ba5309443ab4920b834790457a62c47fa35
4901,32,0xab0dee2006c7d84330b95cfa7c38da4307dfd74e
4911,32,0x31546c09ce57628f98d5a4b78b164207595baf6c
4914,16,0xc2ba2b009a9a8f12fdabed184412120fb072d620
4927,32,0x05d7c09a4d0cf7658b3507646f62e38b2dac8958
4928,32,0x05d7c09a4d0cf7658b3507646f62e38b2dac8958
4930,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
4950,32,0x1c39ebf9ec583a4b141bee3cacb07e46ec5eb2f2
4980,16,0xd015447fe4999149ceb8a4f0a80b5520045e7f47
5015,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5032,32,0x31546c09ce57628f98d5a4b78b164207595baf6c
5033,32,0x31546c09ce57628f98d5a4b78b164207595baf6c
5052,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
5091,32,0x28ce5479a8fc3194ff1f24478e5f733a4b8afd39
5094,32,0x19c47b6bf29cab375a11b0138dba57e0e484fbdc
5102,16,0x202c05cf01d9db2b44b50ba7827a001755305591
5106,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5118,16,0x2897220823965b28bcb9d7fb3a215be633e377b4
5121,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5122,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5131,32,0xda1e9c631ace798036d2650f0283e63bc546f213
5135,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
5178,32,0x0be708eafc31a270707f8b8a4ac0259b54b4740f
5190,32,0x07427c476501e03b1802541625cefd1df24484d2
5191,32,0xf9a0a378642a93e355473716ceb5b4151df8a09b
5192,32,0xf9a0a378642a93e355473716ceb5b4151df8a09b
5194,16,0xfd97acb3effe0eaa055e1a90e25aa4c1ccc52848
5195,32,0x97b4b4ac02486ce8b5327b8d86b3688d49b9663d
5196,32,0x97b4b4ac02486ce8b5327b8d86b3688d49b9663d
5199,32,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
5221,16,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013
5223,32,0x6f698c01fc0cdcd85905c2afd36feb60e0fa97bd
5224,32,0x6f698c01fc0cdcd85905c2afd36feb60e0fa97bd
5229,16,0x07d5f53b68e772e98b732beb5116b4fd38261cbb
5239,32,0x3f3a0fcb36bef2ce4860ef4d4ab2b8958a5e96e3
5240,32,0x3f3a0fcb36bef2ce4860ef4d4ab2b8958a5e96e3
5241,32,0xd2f0ecf976ba28259a42ff7b38c8279453e21f2b
5242,32,0xd2f0ecf976ba28259a42ff7b38c8279453e21f2b
5258,32,0x0c76c897e0ebf2062320c51fe68ecd39dfe4aae0
5259,32,0x0c76c897e0ebf2062320c51fe68ecd39dfe4aae0
5264,32,0x51c6f394372be78a6264f8fe784cde83c8a86530
5265,32,0x51c6f394372be78a6264f8fe784cde83c8a86530
5271,32,0x134f89fa9c8dcf62c1e1f4aeb0fe9c9d5e69920a
5272,32,0x134f89fa9c8dcf62c1e1f4aeb0fe9c9d5e69920a
5275,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5276,32,0x2897220823965b28bcb9d7fb3a215be633e377b4
5286,32,0xba1d5693c869a3754f5e57dd7c336dabe35ab878
5287,32,0xba1d5693c869a3754f5e57dd7c336dabe35ab878
5288,32,0xc23a60d800279d338e0a73be5f1a639ff2f492a0
5289,32,0xc23a60d800279d338e0a73be5f1a639ff2f492a0
5295,32,0x89a80a410b1a0fcc91eda1fc8a4f7245ca183b6f
5302,32,0xfccdcdb6ae0e5820b21c98d323c1340fcce63cae
5303,32,0xfccdcdb6ae0e5820b21c98d323c1340fcce63cae
5308,32,0xbb46a26d61145c9becf49f52501dea12c80cd8e8
5309,32,0xbb46a26d61145c9becf49f52501dea12c80cd8e8
5313,32,0x0a72b56ce331cf97b9c693a08dce49a9566753b1
5314,32,0x410a20d45edbb4415a5981be8d559676b8100e57
5318,32,0xf91689a8581b9efd80a1b273ec730828f7ea0628
5319,32,0xf91689a8581b9efd80a1b273ec730828f7ea0628
5320,32,0xfce761b176cf360354c92b0efa89cde18cc00c7d
5321,32,0xfce761b176cf360354c92b0efa89cde18cc00c7d
5332,16,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
5334,32,0x5e993c7f296d21ed2412960826f61c89a786e13f
5335,32,0x5e993c7f296d21ed2412960826f61c89a786e13f
5336,32,0x7f561b815786a13e97073979a9b149fb11498a3e
5337,32,0x7f561b815786a13e97073979a9b149fb11498a3e
5340,32,0x423902bfc4699e6c78b971c1aed54b39dfc675ac
5341,32,0x423902bfc4699e6c78b971c1aed54b39dfc675ac
5360,32,0xd1dfd0124330e14a10408982873585d255301d4a
5361,32,0xd1dfd0124330e14a10408982873585d255301d4a
5366,32,0x96fc7958f554c723b5b7535329bec55a91ebfda3
5367,32,0x96fc7958f554c723b5b7535329bec55a91ebfda3
5370,16,0x898b624d296f0af1bcb2853065b1ac151ebc1ccc
5372,32,0x401cd38700507d5486bfe62aad07bb235c84948b
5373,32,0x401cd38700507d5486bfe62aad07bb235c84948b
5379,16,0x3e57efef507b4db7acfa2ee79ceca6b19e18d106
5399,32,0xb2cba1e110ec3fe2f8a258cc67d606216c9f900e
5400,32,0xb2cba1e110ec3fe2f8a258cc67d606216c9f900e
5407,32,0x06d652917200b7a5516223e0dd3f38b8767e7299
5408,32,0x06d652917200b7a5516223e0dd3f38b8767e7299
5409,32,0xf99fed074278106fc330ce704ab5596a3d65ffc3
5410,32,0xf99fed074278106fc330ce704ab5596a3d65ffc3
5417,32,0x144174394c9ce81493788d3096a04c255c65b683
5418,32,0x144174394c9ce81493788d3096a04c255c65b683
5444,32,0x0153186f3e40da59021dd51ee04a077bd47295c7
5445,32,0x0153186f3e40da59021dd51ee04a077bd47295c7
5450,32,0xef5b0873722b25851cd7b1b5ad8b15a50847e72c
5451,32,0xef5b0873722b25851cd7b1b5ad8b15a50847e72c
5453,32,0xb5f51b8706d5d8b430701a452525ad847aa33114
5454,32,0xb5f51b8706d5d8b430701a452525ad847aa33114
5458,16,0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7
5464,32,0xd1e03e39b374de47c485f16ad6b9b5474c0ee013
5465,32,0xab0dee2006c7d84330b95cfa7c38da4307dfd74e
5467,32,0xc337828780cc53b4c76041b3fddbf2f8f2a7cfd0
5468,32,0xc337828780cc53b4c76041b3fddbf2f8f2a7cfd0
5473,32,0xc564369c69c41f5b2ab9e29511413250de0e1656
5474,32,0xc564369c69c41f5b2ab9e29511413250de0e1656
5481,32,0x648909d5537d782761245be9b4fb3f10122d70ae
5482,32,0x648909d5537d782761245be9b4fb3f10122d70ae
5493,32,0x442221f1391f19f8d6f80af0af1c89a84c95174b
5494,32,0x442221f1391f19f8d6f80af0af1c89a84c95174b
5495,32,0x9fed225115a1374c7f0faef307d471c80fff1893
5496,32,0x9fed225115a1374c7f0faef307d471c80fff1893
5510,32,0x311fdb1d597c0699a9f6b6b35235b5938fd07928
5512,32,0xb2e7f7044a94dd0f9dca56f2e402355d0a0d60e4
5513,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
5518,32,0xcb14048dfb9971433eb56be524725e1b317b444f
5529,16,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234
5530,32,0x720ccbe5cbc04f0c6331162a77690fbf4d13533a
5531,32,0x3b0667ab576a6aceb3add15c98db84f51c20e370
5532,32,0x0e855e3f407d65a21fee7107b7e8b4717476991d
5561,32,0x5e71dce31312ecf6110e552c8d8a5fe34cd6c8dd
5562,32,0x5e71dce31312ecf6110e552c8d8a5fe34cd6c8dd
5573,32,0x5e7ce8ca069e181188d923d336c0bfa3b85f8666
5578,32,0xb80da36df6dab33de08419d50bb7214f96cd6427
5589,32,0x928d76060576697e56221ba0d1b04015934e4fd9
5591,32,0xb432e38c547fe9e0822c225f6f488fc07d97bdcc
5592,32,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992
5597,32,0x8118547d2f70f36e86c92aeba3c3fac4518d313c
5614,32,0x05d93ec016c4ae7a653fe79e6da7746073afb94f
5615,32,0x05d93ec016c4ae7a653fe79e6da7746073afb94f
5621,16,0x5e71dce31312ecf6110e552c8d8a5fe34cd6c8dd
5624,32,0xda1e9c631ace798036d2650f0283e63bc546f213
5634,32,0xab0dee2006c7d84330b95cfa7c38da4307dfd74e
5635,32,0x0c41684841245296da6c5dfca8e9cd0bd47181d1
2058,16,0x12d47a4931a8e6f6e242b023b23f993570885605
2068,16,0x11610d0bf661d3ccbb9493cf23184f68ecfe4783
2071,32,0x0a9fd20fc663cc9afa28699959965a2a2dc5aae3
2072,32,0x0a9fd20fc663cc9afa28699959965a2a2dc5aae3
2080,32,0x5e7ce8ca069e181188d923d336c0bfa3b85f8666
2081,32,0x40f2de155cedcbd4d4011fcacbbe9c4c1aa442fe
