wallet,moca_id,moca_xp
0x668df49e79e6a828b27f455297291a8bd2fe0531,1406,16
0x9468c2c628de0b30d58c9b2cbc17110a3934b87d,2926,16
0x666666666a1805f962c8bbceb0a000085ee1bbda,1493,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,1125,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,1224,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,1274,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,1843,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,2044,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,2161,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,2346,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,2357,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,3918,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,4214,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,4916,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,4954,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,5017,16
0xb2504216390fb24b15d1fc403675c8dd1aab7747,5325,16
0x07d2b483a942341682633e1448d6630757fe2fd3,4103,16
0x11610d0bf661d3ccbb9493cf23184f68ecfe4783,1561,16
0x11610d0bf661d3ccbb9493cf23184f68ecfe4783,2068,16
0x11610d0bf661d3ccbb9493cf23184f68ecfe4783,3325,16
0x11610d0bf661d3ccbb9493cf23184f68ecfe4783,4007,16
0x11610d0bf661d3ccbb9493cf23184f68ecfe4783,4008,16
0x822e575c2319ce476bf97f21992ddf830bed377b,4204,16
0xf30af00022a1f415f736c981903fb1a67f6a7796,2032,16
0xb35d77527e9887f8343d7f44167a74ca06008c49,1253,16
0xb35d77527e9887f8343d7f44167a74ca06008c49,3085,16
0x6205c7c6114f90ec08054c00db958a90ab622c61,1550,16
0xc94a51c4e9dca45f9b402a0fe92699f2d83811da,6386,16
0x60eb0126437fa01c7d62eb26b7d9d55fff8c8e2e,3134,16
0x60eb0126437fa01c7d62eb26b7d9d55fff8c8e2e,3135,16
0x8118547d2f70f36e86c92aeba3c3fac4518d313c,5597,16
0x331e1ba82b52b88c5ac9f920be978b8f5c171d36,2561,16
0x331e1ba82b52b88c5ac9f920be978b8f5c171d36,2562,16
0x1891c5f6e7a566b2d8017573a807c14678a005af,6283,16
0x1891c5f6e7a566b2d8017573a807c14678a005af,6284,16
0x443f58dfff2322cdd13c2c3c673a877e387fa4cf,4168,16
0x56f4bafda4995eb850b63af1e64743f5d7f4cbad,5922,16
0xfa6b6986dac281789e6a990eaecd4c5e78b916be,996,16
0xee5e0d114c110ca0f4aa536d7294c3e66ea93ca1,6631,16
0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,1134,16
0x0955d592269f01376b73bc4a17f29452238f2bf5,6564,16
0xb44388e29abc09e79aab58e990a3d2b873677384,1827,16
0x0e9ee7843944b4481305219766f9f3748671d7a9,1524,16
0xbe949adac94b2a046b3e86a0c14ca69591c5621a,1149,16
0xbe949adac94b2a046b3e86a0c14ca69591c5621a,1150,16
0x152de7e9ad2a6fe37cc7d0495c01f98ebc667c85,6038,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,960,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,994,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,1775,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,2195,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,4143,16
0xab0a2fc0747c9a7f12f968739da737dab4bdfbe7,4373,16
0x5e7fba8becafabbcbbad02674d41f9cd6a0d01d5,6245,16
0x1045a365e491cae755241eef520b2498dda336e1,1357,16
0x1045a365e491cae755241eef520b2498dda336e1,6225,16
0x47b6e4cefa215b4878d658d4d5b8a168ffe3e645,1207,16
0x47b6e4cefa215b4878d658d4d5b8a168ffe3e645,2312,16
0x47b6e4cefa215b4878d658d4d5b8a168ffe3e645,3326,16
0x47b6e4cefa215b4878d658d4d5b8a168ffe3e645,3844,16
0x0bee9f0c00487383741cc9087334268dd3094ce0,1545,16
0x0bee9f0c00487383741cc9087334268dd3094ce0,1546,16
0x604a78ae0d53041197b81c1bf78b86d894f94f8a,3173,16
0xcc0e876967c6f7d72162b489545fdab6f2b2f848,2679,16
0xcc0e876967c6f7d72162b489545fdab6f2b2f848,2680,16
0x07d5f53b68e772e98b732beb5116b4fd38261cbb,1404,16
0x1cd5c81f65c568a8e73473784c34964e2412b421,1012,16
0x1cd5c81f65c568a8e73473784c34964e2412b421,3233,16
0x1cd5c81f65c568a8e73473784c34964e2412b421,3597,16
0xebca4a15dfd8cb67da2823a322c8cf2ac86107a3,1463,16
0x2219d6b2c35a7f8f34d2b77ed7791c46eb852963,3290,16
0x2219d6b2c35a7f8f34d2b77ed7791c46eb852963,3291,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,1431,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,2007,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,2008,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,2529,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,2530,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,2971,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3388,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3411,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3412,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3414,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3441,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3499,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3500,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3592,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3605,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,3606,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4105,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4347,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4348,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4366,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4367,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4369,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,4930,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,5757,16
0x290886a603bae5ed712128ea1fd2ebfaab0ad039,5830,16
0xe22a8b0fd4bf0a25b2af2f9ae0dbd7c5600e84a0,5105,16
0xa8a6547dbca41ec3e5115840870828a6509f7696,2938,16
0x0bd31f087f85de4a84a985c61501b69654595f5c,1394,16
0x8f59fa39d9612b0f8ea0d0d28961ec0d535f6799,2993,16
0x8f59fa39d9612b0f8ea0d0d28961ec0d535f6799,2994,16
0x22ac42bc3079bc52a0b4af56cca588026a664544,3053,16
0x22ac42bc3079bc52a0b4af56cca588026a664544,3054,16
0x5d399ac5289a991c9b6e3847c790175d28f0e275,2193,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,1677,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,1783,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,2503,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,4559,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,4560,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,6126,16
0xe30b76201bd9065facb9d11b8b94a3e743f71b37,6361,16
0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,1088,16
0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,1942,16
0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,2183,16
0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,2285,16
0x7201ad662c2f3808fc364ee62b9b31a6d8053ed4,2406,16
0xffc9a5ecf39dba2bf0b8b2c4d843bfd70b1a6082,2523,16
0xffc9a5ecf39dba2bf0b8b2c4d843bfd70b1a6082,3854,16
0xffc9a5ecf39dba2bf0b8b2c4d843bfd70b1a6082,7134,16
0xc5909003af98b7b2f0002c456353e3c1bd658fa0,4142,16
0xd92a6c5232119aa98ce1879fb2e57f2a95558474,1382,16
0xd92a6c5232119aa98ce1879fb2e57f2a95558474,1383,16
0x9352066838167139085f56d5770febf961a80b47,3613,16
0x9352066838167139085f56d5770febf961a80b47,6043,16
0x9352066838167139085f56d5770febf961a80b47,7135,16
0x151ecc8423efc2da8ac3ee70abff248d617e3100,3483,16
0x151ecc8423efc2da8ac3ee70abff248d617e3100,3484,16
0x8fc3f4559da4c68d460b78e9e1721a557632214a,3497,16
0xf5ad3d816c0a0e440881893185afd7eac04fb6e0,1889,16
0x03351328843940bb13b014d3acf3debf9fa75525,1866,16
0x03351328843940bb13b014d3acf3debf9fa75525,1867,16
0xe4bdc0ac1f315fa8bb01ba2d8b2e53e89c66f2cb,5886,16
0xb4c37c7ad3b83b66c4848d24f19a48aafff00d56,1327,16
0xb4c37c7ad3b83b66c4848d24f19a48aafff00d56,1328,16
0xb4c37c7ad3b83b66c4848d24f19a48aafff00d56,6462,16
0xbd5f8cd0a2d79376c06d0411cf4ac95a8028b014,1689,16
0xbd5f8cd0a2d79376c06d0411cf4ac95a8028b014,2286,16
0xbd5f8cd0a2d79376c06d0411cf4ac95a8028b014,2287,16
0x4f57b97c74d7d53f1456a274fcbeaa69549fd77c,3013,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,1006,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,1233,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,1744,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,1925,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,1999,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,2147,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,2280,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,2281,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,2383,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,3139,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,3377,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,3378,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,3524,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4111,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4112,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4443,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4495,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4648,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,4733,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,5379,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,5797,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,5917,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,6132,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,6315,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,6412,16
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,6618,16
0x56b3591aafd665aadc8f956c5964923782ea1698,3001,16
0x56b3591aafd665aadc8f956c5964923782ea1698,3002,16
0xc912883f4457be8eae99bb0e228f7846108861b6,1602,16
0x100ee93639b5bb81cf1fb694f3874cc336439bc6,2790,16
0x09c3bcfb5a55624aba0a036ffe1c20ac10c6699e,4973,16
0x09c3bcfb5a55624aba0a036ffe1c20ac10c6699e,4974,16
0x3e06bd0bce5301af7a186d7f33478ad227df984a,2256,16
0x3e06bd0bce5301af7a186d7f33478ad227df984a,2257,16
0xead00ed237784341ee474ceabad298f96dc080c8,3774,16
0x268e94649f4f2b7609d012494783d908f051fe74,2589,16
0x268e94649f4f2b7609d012494783d908f051fe74,2590,16
